data,turno,premio1,premio2,premio3,premio4,premio5,premio6,premio7,premio8,premio9,premio10
29/07/2022,Tarde,6152,8416,4317,4589,1893,5139,9916,9517,6350,7967
29/07/2022,Manhã,6758,0150,5914,4277,8697,6480,9789,1298,6549,8286
28/07/2022,Noite,5381,6766,7476,4628,4387,0043,0319,0140,7169,6264
28/07/2022,Tarde,1910,6965,3477,9195,8467,3622,6204,4322,8262,2929
28/07/2022,Manhã,0847,0283,3004,7196,0110,3736,3835,4072,0515,7276
27/07/2022,Noite,6738,0637,4170,1917,4978,2339,4791,4338,7384,3821
27/07/2022,Tarde,7454,9599,8730,6156,9358,6951,8511,7483,5691,3431
27/07/2022,Manhã,3415,4043,6235,6071,9695,0387,5389,5528,5718,9727
26/07/2022,Noite,8727,1058,5696,4468,9266,8207,1274,0905,6854,6015
26/07/2022,Tarde,7644,4000,8977,1473,3136,4864,1138,1041,5334,5068
26/07/2022,Manhã,4257,0321,0014,9744,3033,9287,0646,0735,7844,1964
25/07/2022,Noite,7678,9221,2479,9798,4129,4322,1182,2744,0522,5469
25/07/2022,Noite,7678,9221,2479,9798,4129,4322,1182,2744,0522,5469
25/07/2022,Tarde,7564,0298,6770,1283,7627,7142,0184,2428,9475,5905
25/07/2022,Manhã,8823,3414,4223,2639,2485,1881,6121,9605,9877,1762
23/07/2022,Noite,8456,4914,0449,7986,5517,3409,1927,2796,5147,6843
23/07/2022,Tarde,7523,2356,4864,4552,7064,7663,9550,2861,9816,1019
23/07/2022,Manhã,3665,7674,0688,1323,7897,9043,2398,2244,5478,1505
22/07/2022,Noite,1943,1864,6292,9708,5562,8332,9121,9128,6201,0369
22/07/2022,Tarde,2006,9251,6668,5781,8749,7566,5613,6440,4626,2045
22/07/2022,Manhã,8297,7582,4547,9416,5495,6013,0394,1147,3119,1331
21/07/2022,Noite,3340,0503,4052,7325,0901,4827,3439,0169,4991,0865
21/07/2022,Tarde,7885,9233,3875,2773,7621,1812,6808,9306,8242,4259
21/07/2022,Manhã,6537,8149,1779,6761,9291,5516,3877,7508,5778,3850
20/07/2022,Noite,6211,1334,2909,9514,3841,7489,3623,3038,7950,9299
20/07/2022,Tarde,4966,9818,0985,6420,7174,5901,6218,9962,7452,2829
20/07/2022,Manhã,0984,8584,7518,9207,1530,7764,2239,7635,8728,6641
19/07/2022,Noite,2726,3231,3311,2102,3463,4993,1697,0698,2057,2526
19/07/2022,Tarde,8205,6485,5904,0877,1862,7089,3305,9233,0753,8504
19/07/2022,Manhã,4540,1197,4094,5421,5505,5735,1632,3295,3639,3106
18/07/2022,Noite,4212,3644,2739,2672,4199,5910,3763,9461,8945,0297
18/07/2022,Tarde,1238,0871,6234,7880,1860,6109,8346,6786,4039,6793
18/07/2022,Manhã,6165,7617,8142,1698,6865,9159,2685,1667,9154,6699
16/07/2022,Noite,0890,7989,3407,5675,7163,0694,3832,8905,5300,1063
16/07/2022,Tarde,9971,7759,8568,7656,3454,0311,1018,9484,3068,2029
16/07/2022,Manhã,0127,6896,4556,2215,2996,4336,5488,1419,0478,1450
15/07/2020,Noite,0719,9210,6849,6618,5848,1201,8099,6456,6218,8054
15/07/2022,Tarde,4205,7208,4602,1430,9920,3526,7939,0690,4029,5054
15/07/2022,Manhã,1720,1719,3605,9228,3886,2104,0679,4357,6872,2117
14/07/2022,Noite,2780,7481,3737,0942,9637,4201,4354,7502,1900,1689
14/07/2022,Tarde,3176,9786,3642,6286,6837,5564,1599,4620,8034,9346
14/07/2022,Manhã,3093,3106,3342,1251,5030,7353,4788,7090,9810,1787
13/07/2022,Noite,3123,7426,1595,5363,1740,1126,5235,0677,3315,8875
13/07/2022,Noite,3123,7426,1595,5363,1740,1126,5235,0677,3315,8875
13/07/2022,Tarde,7278,2164,7403,6527,3195,9412,4769,2973,9778,7843
13/07/2022,Manhã,3718,8681,5443,9962,6172,6010,0121,1391,2764,5894
12/07/2022,Noite,6371,5054,2209,0281,1073,3378,7872,8828,5687,6904
12/07/2022,Tarde,8082,4513,0376,8572,3326,2442,1176,6859,0188,6231
12/07/2022,Manhã,0184,4204,8852,5314,9075,3657,1283,0160,2641,1425
11/07/2022,Noite,6607,6125,7701,9052,3566,9810,8294,4533,6207,4437
11/07/2022,Tarde,2213,7949,7785,2863,2711,7943,6820,9333,2662,7944
11/07/2022,Manhã,1019,8841,8754,1048,1217,8608,2923,3200,8461,7703
09/07/2022,Noite,6448,2473,6483,0139,4523,7760,0167,5683,5967,3594
09/07/2022,Tarde,3802,0767,7210,6842,6234,2027,7490,4270,8215,7013
09/07/2022,Manhã,4681,6686,8977,7287,2432,4279,2913,1181,2980,7818
08/07/2022,Noite,3614,8920,0012,4716,3172,3305,0581,2599,0759,4807
08/07/2022,Tarde,5239,1915,3978,6425,6832,9269,0173,5742,1100,0714
08/07/2022,Manhã,4750,6607,6536,5084,9535,9036,0478,6124,3325,2920
07/07/2022,Noite,6975,7631,9499,8231,9690,7673,1721,7938,4161,8280
07/07/2022,Tarde,5359,6962,5793,7156,4355,2999,2890,5299,7057,4162
07/07/2022,Manhã,3446,0126,8808,6264,9124,0353,5928,5045,4757,2985
06/07/2022,Noite,4957,7356,2024,4933,0204,1429,3734,6683,6302,8932
06/07/2022,Tarde,6962,8774,6279,2597,5282,5283,1387,4971,1017,5373
06/07/2022,Manhã,4742,5658,5157,6482,3192,3113,7848,7960,8146,6442
05/07/2022,Noite,3996,5710,6560,9434,5803,7705,8502,2803,6401,8470
05/07/2022,Tarde,1099,9881,1907,9114,8674,2182,9616,3117,6595,0973
05/07/2022,Manhã,4219,5582,4970,1587,9709,6130,7356,4172,8736,3995
04/07/2022,Noite,3328,5193,9835,3569,2095,8967,1946,8726,4380,9327
04/07/2022,Tarde,9119,2225,5155,6457,1506,9242,3164,8832,7549,0148
04/07/2022,Manhã,6223,1216,1316,6688,8600,9419,0255,6293,7253,0020
02/07/2022,Noite,3052,9762,7510,3206,4370,1009,8796,5700,7997,3093
02/07/2022,Tarde,1564,5158,9572,0861,4744,5807,1447,9016,9483,0220
02/07/2022,Manhã,8296,3480,7683,4851,4965,9020,5918,1397,6477,5797
01/07/2022,Noite,9724,7508,2862,2859,5908,9226,3570,9063,3234,4805
01/07/2022,Noite,9724,7508,2862,2859,5908,9226,3570,9063,3234,4805
01/07/2022,Tarde,2709,6814,9819,7062,2773,4778,1543,9777,5844,0373
01/07/2022,Manhã,3521,6790,3524,0568,5274,3414,1519,3121,3278,5686
30/06/2022,Noite,6943,2993,3059,2128,1598,7435,5754,1181,8689,1800
30/06/2022,Tarde,8596,7814,7278,4836,5292,5896,6805,3283,8972,5462
30/06/2022,Manhã,6913,7663,7585,1714,3266,0554,6836,5744,6111,1555
29/06/2022,Noite,6373,0463,7417,3371,2252,7282,5197,5695,0250,4011
29/06/2022,Tarde,0921,4858,7312,6068,4421,3503,9603,3662,1671,8599
29/06/2022,Manhã,8426,1321,6181,5177,6263,1667,8170,8116,0677,6221
28/06/2022,Noite,9335,2326,8305,1577,5751,6033,1209,2665,6762,2167
28/06/2022,Tarde,3614,4457,8279,1111,9415,7206,5765,7371,5536,6587
28/06/2022,Manhã,4320,0107,6382,1997,5883,5733,2675,7506,8296,0425
27/06/2022,Noite,9676,6353,1863,0568,7178,1119,7777,3702,5416,3006
27/06/2022,Tarde,3303,2130,9960,2062,2754,8937,3371,7306,5136,0845
27/06/2022,Manhã,4341,1166,2473,1423,0787,0152,8528,7410,4720,3514
25/06/2022,Noite,8393,7527,0189,2566,5924,6079,3891,2352,6427,1584
25/06/2022,Tarde,1663,1240,9769,5728,3533,5217,6767,9392,0755,0620
25/06/2022,Manhã,5263,5879,9199,0005,9786,8038,9272,9656,6612,7839
24/06/2022,Noite,8410,6133,6607,4317,2624,1381,5096,1347,3996,2300
24/06/2022,Tarde,0525,4743,4924,0153,8353,6077,2466,9631,7000,2955
24/06/2022,Manhã,1092,7595,0401,7770,4905,3538,6353,1597,8169,2355
23/06/2022,Noite,3260,2687,1451,0541,2276,7934,7024,3506,7120,2766
23/06/2022,Tarde,6189,1497,0684,8836,1542,2415,4116,2959,9122,6492
23/06/2022,Manhã,2832,6654,2594,1536,1511,6392,8263,0919,8007,3517
22/06/2022,Noite,2976,0093,8502,1941,8758,7025,1548,4339,1957,4018
22/06/2022,Tarde,6856,8460,9309,2590,6429,1544,4736,3548,7424,7812
22/06/2022,Manhã,2738,3368,3111,3220,5544,2091,4775,7086,5605,8988
21/06/2022,Noite,8469,5653,8788,8008,0375,9426,0305,9369,0261,9270
21/06/2022,Tarde,4535,0081,1828,7275,5230,6674,5118,1820,0947,8702
21/06/2022,Manhã,5282,1699,8314,9501,9064,4153,7833,8828,0577,1892
20/06/2022,Noite,1286,3242,0492,8109,7769,8772,1174,9872,1658,5503
20/06/2022,Noite,1286,3242,0492,8109,7769,8772,1174,9872,1658,5503
20/06/2022,Tarde,6053,0125,8840,6854,1591,3971,0943,4157,3305,4430
20/06/2022,Manhã,6822,4057,1966,7491,1806,3295,5483,0338,8735,4107
18/06/2022,Noite,1900,9211,7092,0647,9044,5579,4224,4831,0385,3113
18/06/2022,Tarde,7961,7607,2221,6737,3131,0486,5325,2917,2646,7193
18/06/2022,Manhã,8983,1761,8927,7530,8375,1028,9611,5010,2271,4407
17/06/2022,Noite,1833,6525,9196,4943,4976,2030,0074,7516,2765,0175
17/06/2022,Tarde,4811,6949,9493,8367,6869,9160,8353,7908,1295,5496
17/06/2022,Manhã,4099,7743,3605,6357,8031,1741,1913,4842,4291,3951
16/06/2022,Noite,0544,5004,8532,4389,9690,8919,9368,9728,2006,5743
16/06/2022,Tarde,4849,6778,4592,9866,4469,2947,2997,2487,2209,2848
16/06/2022,Manhã,4093,0596,1662,8367,5625,5559,2776,1068,1258,4733
15/06/2022,Noite,4213,6962,8510,0667,9808,7509,8805,9919,6719,9097
15/06/2022,Tarde,3543,2446,8855,8457,0985,0091,5963,5612,5516,2810
15/06/2022,Manhã,3567,5921,7078,3921,4406,5480,4437,0257,4548,2126
14/06/2022,Noite,5044,8283,0469,6269,7526,4765,1102,7995,5159,9938
14/06/2022,Tarde,5393,0567,6386,2970,5599,9983,3323,7806,0513,2952
14/06/2022,Manhã,0883,2424,1341,4140,3301,3140,2694,3542,9421,8970
13/06/2022,Noite,5330,3001,9987,9533,6334,6045,0749,8799,3950,2919
13/06/2022,Tarde,7762,5041,1516,5649,3022,3860,0071,9515,4372,7213
13/06/2022,Manhã,0905,6140,1557,6940,0901,1799,8947,5535,6841,9658
11/06/2022,Noite,4635,4357,9972,4495,4085,4194,2743,7082,6481,1947
11/06/2022,Tarde,7427,0162,6371,1818,1674,5432,4598,7021,9671,0417
11/06/2022,Manhã,5995,2822,8734,8835,5500,5849,4424,2769,3979,6313
10/06/2022,Noite,2683,6270,0504,9970,2857,9293,9246,5363,1380,1100
10/06/2022,Tarde,4825,7510,4591,3949,8821,2900,0367,5752,1252,3215
10/06/2022,Manhã,3276,6463,4614,5068,5078,5216,2235,8433,0704,0513
09/06/2022,Noite,8935,4626,5810,0702,0170,2414,1822,5163,4524,5117
09/06/2022,Tarde,9936,5848,8963,9788,7103,1202,1700,0538,3631,9144
09/06/2022,Manhã,0737,3038,7289,1273,2461,6568,9544,8595,2786,7478
08/06/2022,Noite,2427,3785,4252,7168,8895,6376,5687,0356,1309,7603
08/06/2022,Noite,2427,3785,4252,7168,8895,6376,5687,0356,1309,7603
08/06/2022,Tarde,4956,7845,2900,9663,6984,9964,7208,8502,6610,6716
08/06/2022,Manhã,2824,6215,3330,5715,1258,1939,8133,4718,3460,9423
07/06/2022,Noite,1807,5144,7460,7955,3617,3419,3242,4409,3110,8037
07/06/2022,Tarde,7185,7181,1904,1938,9837,7021,6354,8460,3112,4414
07/06/2022,Manhã,5820,4376,5565,8507,5242,4252,8767,2831,9545,9390
06/06/2022,Noite,3810,1757,9829,0790,8819,4008,5702,5691,6419,0747
06/06/2022,Tarde,5310,6482,2349,2602,8307,2591,3983,7515,6395,0826
06/06/2022,Manhã,3092,4888,0708,3641,4266,9817,3933,2914,8783,0396
04/06/2022,Noite,1311,5229,2592,2958,0396,8399,9370,0513,8307,7222
04/06/2022,Tarde,8116,3245,5087,0069,0034,2642,9384,2754,2593,8205
04/06/2022,Manhã,5482,7536,6841,5568,6748,2995,4304,4771,9466,6923
03/06/2022,Noite,9605,7005,6467,6267,9992,9081,5855,5054,8888,9844
03/06/2022,Tarde,6922,9573,3330,5628,6596,2106,2571,3489,6756,7794
03/06/2022,Manhã,6055,0133,7960,5050,4697,7861,0671,2235,8920,5104
02/06/2022,Noite,2980,7195,5584,1780,1325,3253,4116,6125,7639,6090
02/06/2022,Tarde,1227,0322,6515,8230,8459,7584,9878,0372,9848,3352
02/06/2022,Manhã,4218,1123,9413,7352,8248,3615,4036,1132,7862,6288
01/06/2022,noite,6559,4820,3078,3907,5861,7253,3569,6197,6506,3610
01/06/2022,Tarde,5523,7462,1150,4518,8654,8643,2879,9581,1532,6104
01/06/2022,Manhã,5679,8872,1975,1061,0639,6732,6340,7843,6180,4943
31/05/2022,Noite,1227,5256,4950,5162,3095,4716,3936,4495,2208,2052
31/05/2022,Tarde,5610,3764,6062,9396,5318,0841,2531,2042,5920,0392
31/05/2022,Manhã,3973,5063,1431,6685,9829,7921,0259,0517,9999,9851
30/05/2022,Noite,4100,3645,6701,8134,2102,6967,7428,9659,9265,6446
30/05/2022,Tarde,2303,1961,5951,8730,0388,2874,1348,1852,3786,1678
30/05/2022,Manhã,9186,3199,2165,3875,0321,4480,5280,6121,6211,6499
28/05/2022,Noite,4063,5363,7250,6142,1889,4558,8129,6246,1644,6943
28/05/2022,Tarde,7735,5163,7873,3315,9291,4524,6165,3720,0124,4295
28/05/2022,Manhã,7954,4467,2619,0430,4660,4443,3801,3214,4621,4847
27/05/2022,Noite,8078,9567,3299,7429,0702,3032,2055,0998,8140,1016
27/05/2022,Noite,8078,9567,3299,7429,0702,3032,2055,0998,8140,1016
27/05/2022,Tarde,0047,1194,1707,1979,2790,0037,4925,3754,8617,1637
27/05/2022,Manhã,2403,9479,4219,4776,2301,7094,0292,5575,8001,9663
26/05/2022,Noite,3926,4721,9437,4521,1155,3800,7927,1124,0049,8287
26/05/2022,Tarde,2296,1503,9235,2764,8185,4335,5314,0787,3276,4746
26/05/2022,Manhã,6983,5910,8554,4081,7377,2744,3292,0845,7192,5414
25/05/2022,Noite,4767,2761,8384,9993,4075,8547,1200,4640,5893,6648
25/05/2022,Tarde,3667,3809,0391,0789,5686,7416,3069,1509,1068,8098
25/05/2022,Manhã,1096,3754,4039,6265,3244,7880,8671,6439,3265,5663
24/05/2022,Noite,5331,5786,9913,0826,1990,1568,4490,9323,1755,2955
24/05/2022,Tarde,4045,5461,2254,6440,2804,9806,9000,4385,5605,7602
24/05/2022,Manhã,8525,0039,4445,4702,7889,2425,9623,8315,4637,8186
23/05/2022,Noite,1347,7706,6881,7836,0184,8466,2735,3814,7439,5198
23/05/2022,Tarde,2644,1599,2588,3891,4212,1430,8694,2130,7865,3445
23/05/2022,Manhã,4802,7893,3730,3370,4123,0866,1760,5585,3887,3143
21/05/2022,Noite,3911,3563,4485,3552,3340,9058,7936,8584,4127,6698
21/05/2022,Tarde,0104,0550,8106,5189,8849,4273,4955,6079,5435,9162
21/05/2022,Manhã,0969,0161,7350,1971,4906,0145,1350,0024,3294,6502
20/05/2022,Noite,6798,7212,9198,0017,2250,0360,7931,5787,3653,1777
20/05/2022,Tarde,5534,6693,2951,2385,3098,8995,5079,2167,0636,0534
20/05/2022,Manhã,5373,5861,9775,7035,0488,5511,6401,6529,5192,5481
19/05/2022,Noite,3579,0420,4353,8050,3546,9614,5198,1087,2246,3417
19/05/2022,Tarde,9502,2000,3341,1360,3381,7697,6172,6683,9695,4830
19/05/2022,Manhã,0837,8290,6543,2744,1265,7999,0843,1001,4903,7474
18/05/2022,Noite,2431,2173,0228,5207,4509,8787,2990,6499,3626,5085
18/05/2022,Tarde,1451,2290,8400,0635,8131,6205,5038,2770,0050,6263
18/05/2022,Manhã,3296,2193,7505,1765,1615,7764,3105,3924,5509,3869
17/05/2022,Noite,0323,3990,3998,5296,1442,2856,5248,4052,4753,2031
17/05/2022,Tarde,1630,9794,5270,3279,1385,8492,7013,6563,8348,3584
17/05/2022,Manhã,0438,7035,9191,3199,8009,8732,0960,5689,6066,1008
16/05/2022,Noite,7510,6306,5502,5737,7025,4487,5835,6836,6034,6334
16/05/2022,Noite,7510,6306,5502,5737,7025,4487,5835,6836,6034,6334
16/05/2022,Tarde,5463,7266,7353,2794,1031,6359,7935,7443,9963,2000
16/05/2022,Manhã,1106,0911,4082,3905,7748,7652,0475,5655,7548,4532
14/05/2022,Noite,5011,5943,8824,5932,3359,0662,9906,3961,9715,6088
14/05/2022,Tarde,6755,4555,6285,1706,4102,0770,4056,3367,5937,9425
14/05/2022,Manhã,5185,1129,6863,7386,2483,2680,3937,5674,2640,3027
13/05/2022,Noite,5735,9590,3255,7821,0158,2762,9136,6796,7306,0199
13/05/2022,Tarde,8790,4457,3936,3127,8396,4955,3694,4434,5550,7157
13/05/2022,Manhã,5506,8509,0816,2401,5038,0314,5999,0654,4135,9171
12/05/2022,Noite,9853,7511,0163,1893,1023,4339,3463,8347,0564,3442
12/05/2022,Tarde,9443,7476,7684,5115,5707,4251,1210,7945,9161,7642
12/05/2022,Manhã,7644,5614,5786,8645,1920,1515,3267,9028,5240,8116
11/05/2022,Noite,6317,3774,6244,7757,9148,8291,4742,7077,8166,8726
11/05/2022,Tarde,5210,2839,8875,1049,0474,5437,4552,8058,5044,3273
11/05/2022,Manhã,7087,4971,8158,6110,7002,4126,6456,8784,1167,8992
10/05/2022,Noite,7938,5413,3178,4573,5076,7855,9623,8894,9101,9142
10/05/2022,Tarde,5212,4155,5796,3318,3883,4517,4853,4015,9778,5274
10/05/2022,Manhã,5719,1090,3889,1187,7739,3150,7041,0742,0715,1878
09/05/2022,Noite,1334,5379,8839,9213,7360,0061,9899,1491,0533,8002
09/05/2022,Tarde,4970,3879,1947,0264,3641,7200,1855,8475,7865,4096
09/05/2022,Manhã,1350,3600,7192,0951,1591,8931,1481,7745,8104,0388
07/05/2022,Noite,9479,0378,2918,7195,8244,2704,7370,5933,5576,5574
07/05/2022,Tarde,4030,5733,6436,9362,1282,1199,8820,7896,4468,1210
07/05/2022,Manhã,3399,5519,7316,4585,0195,5246,2737,1306,3617,1895
06/05/2022,Noite,5950,0737,3077,6855,4345,6394,9019,9275,3761,0009
06/05/2022,Tarde,8338,2191,7056,9489,8875,0883,4883,5045,5171,8097
06/05/2022,Manhã,8481,1979,1170,4280,1855,3057,8045,4552,0891,5919
05/05/2022,Noite,3866,8046,7917,3062,6333,3765,4869,1692,7184,0210
05/05/2022,Tarde,6175,2869,5584,2669,7570,1970,8519,0674,8848,4314
05/05/2022,Manhã,5602,7338,1906,5181,6757,8635,7835,7247,3266,4145
04/05/2022,Noite,0083,9997,8695,1952,8947,8209,2685,3475,6864,7833
04/05/2022,Noite,0083,9997,8695,1952,8947,8209,2685,3475,6864,7833
04/05/2022,Tarde,7434,4271,8403,8191,6144,1240,9023,9481,9005,4736
04/05/2022,Manhã,0273,3014,6555,8882,0512,5185,9435,0958,5993,8394
03/05/2022,Noite,6848,7681,5327,7875,9177,0009,6992,5657,9375,7549
03/05/2022,Tarde,7786,7137,1232,4091,8780,9380,9663,9425,4901,0976
03/05/2022,Manhã,1679,6455,2850,7465,8554,2194,6424,8899,0319,7569
02/05/2022,Noite,1141,6144,2250,0186,6688,7042,5583,8229,8480,3617
02/05/2022,Tarde,0977,3189,3728,4421,0132,9552,2452,2915,6937,4896
02/05/2022,Manhã,1487,8455,1413,3466,6742,1533,9536,0476,4984,9717
30/04/2022,Noite,4308,4786,3738,9871,6243,0037,2027,6722,3587,7042
30/04/2022,Tarde,4616,6621,3478,9174,5255,9014,8893,3670,2816,4520
30/04/2022,Manhã,3439,2197,9097,0309,5596,3366,7582,1749,4462,6402
29/04/2022,Noite,0205,4605,6094,0053,0790,2757,2086,6645,0932,3568
29/04/2022,Tarde,7703,5719,3506,2247,0553,7002,3703,9800,4156,0894
29/04/2022,Manhã,8384,1116,0553,0502,5550,4500,8906,8050,2337,8976
28/04/2022,Noite,1757,1459,1261,6484,2778,8849,3829,7105,1446,9667
28/04/2022,Tarde,4784,6563,1754,4337,5181,5865,5189,9549,6638,7062
28/04/2022,Manhã,5987,1030,8283,8635,0944,1853,5021,6880,9048,9480
27/04/2022,Noite,3204,1979,2195,0289,4987,9017,1329,8487,5973,1413
27/04/2022,Tarde,7840,6461,4548,2573,2460,4552,9445,7316,3011,3040
27/04/2022,Manhã,4723,2022,4575,8814,6446,4203,5488,3500,7222,0691
26/04/2022,Noite,6926,9506,6014,2068,2897,1700,7504,1232,5708,5863
26/04/2022,Tarde,6655,4066,0500,8916,6996,1861,4734,4473,5060,4839
26/04/2022,Manhã,0185,1144,8207,5965,0317,0371,5343,6140,9576,9341
25/04/2022,Noite,5059,8475,1060,3064,4883,2725,9894,8545,1703,9658
25/04/2022,Tarde,6924,8610,1130,6541,4819,2004,4326,2979,3641,1426
25/04/2022,Manhã,9190,7195,3742,4409,8373,8681,8488,8101,8949,4555
23/04/2022,Noite,2944,4379,9763,9397,2571,4591,2057,4150,8392,3748
23/04/2022,Tarde,7769,0849,2250,3131,3335,6895,9568,7893,6339,1644
23/04/2022,Manhã,1305,1716,3506,9527,7399,6975,5682,9948,1330,8517
22/04/2022,Tarde,1385,7705,2153,0266,9033,8741,9248,4652,1310,9060
22/04/2022,Tarde,1385,7705,2153,0266,9033,8741,9248,4652,1310,9060
22/04/2022,Noite,5977,0000,6666,1899,7685,1526,6197,4618,5801,0145
22/04/2022,Manhã,9810,4505,3717,4829,2140,3272,3939,1695,6688,9478
21/04/2022,Noite,0841,9363,7303,9363,1820,7938,7593,7882,9771,5334
21/04/2022,Tarde,9329,4201,8252,1316,3384,7758,5105,4187,0517,1623
21/04/2022,Manhã,8678,2805,8150,2858,9800,3683,1812,6568,9928,3545
20/04/2022,Noite,8960,7606,6841,7559,9753,9962,9999,1736,4874,9885
20/04/2022,Tarde,0368,1787,5519,5902,3575,5217,9484,2803,7854,8471
20/04/2022,Manhã,5972,8005,0170,0145,5540,2407,5863,1881,9331,0068
19/04/2022,Noite,3185,8176,3935,0970,6820,3472,3854,2328,5485,3267
19/04/2022,Tarde,1093,0562,6311,1119,8429,9751,0569,8047,3717,7883
19/04/2022,Manhã,0903,2917,7258,4422,6543,0111,6060,9735,0546,8986
18/04/2022,Noite,0539,0866,0375,2306,6563,7589,8895,2061,5330,7238
18/04/2022,Tarde,6625,1142,1382,9089,8476,0164,6111,7742,0731,5239
18/04/2022,Manhã,3581,6815,7752,0103,7890,3231,1357,1735,7399,9269
16/04/2022,Noite,1560,9757,7762,7516,9486,6187,1714,5683,9651,2998
16/04/2022,Tarde,7331,8497,7491,1546,3319,3384,5585,2803,3893,8414
16/04/2022,Manhã,5148,6061,5584,5764,7608,7109,9079,4869,4283,1759
14/04/2022,Noite,7986,1930,8337,4894,4671,3501,1982,5874,1302,2181
14/04/2022,Tarde,8479,6440,5414,2107,6381,9719,9696,7154,6055,3765
14/04/2022,Manhã,0214,9556,2718,9916,0535,1167,8663,0976,9695,8785
13/04/2022,Noite,4443,6088,9670,6725,7822,8606,4561,7827,6320,0254
13/04/2022,Tarde,5775,4367,0010,1039,1365,3310,2103,1638,4543,7484
13/04/2022,Manhã,9947,6198,7472,7095,7470,9978,8503,2295,7776,0822
12/04/2022,Noite,9288,1030,1855,8601,6659,6482,5672,8765,9646,3000
12/04/2022,Tarde,5501,6509,0012,0309,1967,8920,6384,0538,9289,4486
12/04/2022,Manhã,5251,5903,9715,3234,7963,1690,5213,7078,4185,2362
11/04/2022,Noite,5161,9864,4863,5276,5798,0581,4623,4991,2330,2345
11/04/2022,Tarde,8009,0538,6822,4286,2018,8830,8241,9903,4738,3488
11/04/2022,Manhã,9782,8063,2294,1329,6731,5885,7922,9720,0358,1962
09/04/2022,Noite,7431,7713,5811,3887,0564,9505,7972,4211,6106,2863
09/04/2022,Noite,7431,7713,5811,3887,0564,9505,7972,4211,6106,2863
09/04/2022,Tarde,5114,7056,3697,3724,7603,0935,7887,9577,9374,5614
09/04/2022,Manhã,6457,8562,5997,8804,6150,7066,2181,2919,4244,9371
08/04/2022,Noite,0603,2948,4422,7939,4831,6435,8216,0968,3851,5727
08/04/2022,Tarde,4697,5241,9923,8946,4653,8167,3982,5121,9677,7550
08/04/2022,Manhã,8954,7033,0251,4635,7814,3603,4474,4726,9497,3724
07/04/2022,Noite,8707,6617,2043,3430,4945,2933,9857,6985,9986,9566
07/04/2022,Tarde,5092,0383,5772,1675,3610,7552,5822,5569,1551,8000
07/04/2022,Manhã,1274,6211,7994,5672,7567,7498,1502,1210,1264,4946
06/04/2022,Noite,9897,9155,7668,2065,0845,9974,9250,6307,5441,1876
06/04/2022,Tarde,8233,5846,9255,9834,1741,3693,5462,6108,4072,5441
06/04/2022,Manhã,4261,7620,2751,4580,5623,4167,4008,4609,5957,5010
05/04/2022,Noite,8445,9233,4295,7192,8693,3544,9617,8724,0828,1217
05/04/2022,Tarde,7686,1997,7530,4168,5301,9291,9027,1404,2971,7570
05/04/2022,Manhã,6763,4923,8086,2907,1827,5050,8923,4043,3582,1814
04/04/2022,Noite,4807,6151,0098,0329,8569,9390,7252,7133,3342,1938
04/04/2022,Tarde,2541,3345,4972,1182,8457,7544,8152,7370,7172,5113
04/04/2022,Manhã,3341,9323,0375,0586,9955,1281,2377,8539,8525,7298
02/04/2022,Noite,8424,1420,9689,7553,2065,6107,9452,8038,0614,5342
02/04/2022,Tarde,6196,2793,6088,9124,8361,0665,8793,6271,6898,2998
02/04/2022,Manhã,1634,7404,0857,0797,8001,8984,8740,8873,6989,7007
01/04/2022,Noite,3245,1065,5791,7647,4217,0194,8788,6346,6254,5508
01/04/2022,Tarde,3193,4688,8550,7469,2581,0453,6606,3639,3514,2958
01/04/2022,Manhã,7728,4086,6394,5616,2715,7881,0290,4719,0337,7642
31/03/2022,Noite,0595,3301,3899,6599,6660,5112,2668,8842,7047,8273
31/03/2022,Tarde,9380,2395,4704,5644,7497,5982,4427,9715,7173,7702
31/03/2022,Manhã,5670,8030,9210,7597,4370,3977,2686,6550,8655,6209
30/03/2022,Noite,5030,6213,9914,0642,2715,5417,2509,5429,0662,4846
30/03/2022,Tarde,3477,6988,1644,0976,7943,1033,2770,6919,2537,5712
30/03/2022,Manhã,0950,8791,0274,1220,2664,6718,6320,4271,0295,3979
29/03/2022,Noite,2909,5016,7942,1539,9326,2459,3717,0303,3162,5295
29/03/2022,Noite,2909,5016,7942,1539,9326,2459,3717,0303,3162,5295
29/03/2022,Tarde,6162,7241,6769,7629,6656,9660,5032,0526,1198,8571
29/03/2022,Manhã,6874,8109,8337,1531,2531,9554,0853,5372,6480,8748
28/03/2022,Noite,2402,9712,3208,9484,4697,1854,9580,4935,0247,1844
28/03/2022,Tarde,9578,3225,0404,5594,9804,4377,1305,3691,4507,9458
28/03/2022,Manhã,3103,6635,1157,7440,5958,7508,1382,0620,5689,3567
26/03/2022,Noite,4025,3515,5834,0779,3724,9114,8323,4615,7079,5143
26/03/2022,Tarde,1199,9236,0225,6775,9070,1871,3506,2869,4457,3046
26/03/2022,Manhã,1002,5559,4011,8341,4416,4626,0410,8005,1687,8936
25/03/2022,Noite,7108,0250,2830,4595,2773,5414,5810,0385,9314,9607
25/03/2022,Tarde,4171,9418,6368,1597,5625,3559,5235,4126,9260,7953
25/03/2022,Manhã,5470,9336,5674,3052,4472,6730,4506,7580,6711,4309
24/03/2022,Noite,6803,7078,4108,1952,2238,6268,2927,7014,7398,4417
